tag,image_name
boa,data/train/boa/IMG_0978.jpg
boa,data/train/boa/IMG_0979.jpg
boa,data/train/boa/IMG_0980.jpg
boa,data/train/boa/IMG_0981.jpg
boa,data/train/boa/IMG_0982.jpg
boa,data/train/boa/IMG_0984.jpg
boa,data/train/boa/IMG_0985.jpg
boa,data/train/boa/IMG_0986.jpg
boa,data/train/boa/IMG_0988.jpg
boa,data/train/boa/IMG_0989.jpg
boa,data/train/boa/IMG_0990.jpg
boa,data/train/boa/IMG_0991.jpg
boa,data/train/boa/IMG_0992.jpg
boa,data/train/boa/IMG_0993.jpg
boa,data/train/boa/IMG_0994.jpg
boa,data/train/boa/IMG_0999.jpg
eat,data/train/eat/IMG_1096.jpg
eat,data/train/eat/IMG_1097.jpg
eat,data/train/eat/IMG_1098.jpg
eat,data/train/eat/IMG_1099.jpg
eat,data/train/eat/IMG_1100.jpg
eat,data/train/eat/IMG_1101.jpg
eat,data/train/eat/IMG_1102.jpg
eat,data/train/eat/IMG_1103.jpg
eat,data/train/eat/IMG_1104.jpg
eat,data/train/eat/IMG_1105.jpg
eat,data/train/eat/IMG_1106.jpg
eat,data/train/eat/IMG_1107.jpg
eat,data/train/eat/IMG_1108.jpg
eat,data/train/eat/IMG_1109.jpg
eat,data/train/eat/IMG_1110.jpg
eat,data/train/eat/IMG_1115.jpg
go,data/train/go/IMG_1116.jpg
go,data/train/go/IMG_1117.jpg
go,data/train/go/IMG_1118.jpg
go,data/train/go/IMG_1119.jpg
go,data/train/go/IMG_1120.jpg
go,data/train/go/IMG_1121.jpg
go,data/train/go/IMG_1122.jpg
go,data/train/go/IMG_1123.jpg
go,data/train/go/IMG_1124.jpg
go,data/train/go/IMG_1125.jpg
go,data/train/go/IMG_1126.jpg
go,data/train/go/IMG_1127.jpg
go,data/train/go/IMG_1128.jpg
go,data/train/go/IMG_1129.jpg
go,data/train/go/IMG_1130.jpg
go,data/train/go/IMG_1134.jpg
jasae,data/train/jasae/IMG_0959.jpg
jasae,data/train/jasae/IMG_0960.jpg
jasae,data/train/jasae/IMG_0961.jpg
jasae,data/train/jasae/IMG_0962.jpg
jasae,data/train/jasae/IMG_0963.jpg
jasae,data/train/jasae/IMG_0964.jpg
jasae,data/train/jasae/IMG_0965.jpg
jasae,data/train/jasae/IMG_0966.jpg
jasae,data/train/jasae/IMG_0967.jpg
jasae,data/train/jasae/IMG_0968.jpg
jasae,data/train/jasae/IMG_0969.jpg
jasae,data/train/jasae/IMG_0970.jpg
jasae,data/train/jasae/IMG_0971.jpg
jasae,data/train/jasae/IMG_0972.jpg
jasae,data/train/jasae/IMG_0973.jpg
jasae,data/train/jasae/IMG_0974.jpg
me,data/train/me/IMG_1056.jpg
me,data/train/me/IMG_1057.jpg
me,data/train/me/IMG_1058.jpg
me,data/train/me/IMG_1059.jpg
me,data/train/me/IMG_1060.jpg
me,data/train/me/IMG_1061.jpg
me,data/train/me/IMG_1062.jpg
me,data/train/me/IMG_1063.jpg
me,data/train/me/IMG_1064.jpg
me,data/train/me/IMG_1065.jpg
me,data/train/me/IMG_1066.jpg
me,data/train/me/IMG_1067.jpg
me,data/train/me/IMG_1068.jpg
me,data/train/me/IMG_1069.jpg
me,data/train/me/IMG_1070.jpg
me,data/train/me/IMG_1072.jpg
meet,data/train/meet/IMG_1136.jpg
meet,data/train/meet/IMG_1137.jpg
meet,data/train/meet/IMG_1138.jpg
meet,data/train/meet/IMG_1139.jpg
meet,data/train/meet/IMG_1140.jpg
meet,data/train/meet/IMG_1141.jpg
meet,data/train/meet/IMG_1142.jpg
meet,data/train/meet/IMG_1143.jpg
meet,data/train/meet/IMG_1144.jpg
meet,data/train/meet/IMG_1145.jpg
meet,data/train/meet/IMG_1146.jpg
meet,data/train/meet/IMG_1147.jpg
meet,data/train/meet/IMG_1148.jpg
meet,data/train/meet/IMG_1149.jpg
meet,data/train/meet/IMG_1150.jpg
meet,data/train/meet/IMG_1152.jpg
ore,data/train/ore/IMG_1021.jpg
ore,data/train/ore/IMG_1022.jpg
ore,data/train/ore/IMG_1023.jpg
ore,data/train/ore/IMG_1024.jpg
ore,data/train/ore/IMG_1025.jpg
ore,data/train/ore/IMG_1026.jpg
ore,data/train/ore/IMG_1027.jpg
ore,data/train/ore/IMG_1028.jpg
ore,data/train/ore/IMG_1029.jpg
ore,data/train/ore/IMG_1030.jpg
ore,data/train/ore/IMG_1031.jpg
ore,data/train/ore/IMG_1032.jpg
ore,data/train/ore/IMG_1033.jpg
ore,data/train/ore/IMG_1034.jpg
ore,data/train/ore/IMG_1035.jpg
ore,data/train/ore/IMG_1038.jpg
pretty,data/train/pretty/IMG_1001.jpg
pretty,data/train/pretty/IMG_1002.jpg
pretty,data/train/pretty/IMG_1003.jpg
pretty,data/train/pretty/IMG_1004.jpg
pretty,data/train/pretty/IMG_1005.jpg
pretty,data/train/pretty/IMG_1006.jpg
pretty,data/train/pretty/IMG_1007.jpg
pretty,data/train/pretty/IMG_1008.jpg
pretty,data/train/pretty/IMG_1009.jpg
pretty,data/train/pretty/IMG_1010.jpg
pretty,data/train/pretty/IMG_1011.jpg
pretty,data/train/pretty/IMG_1012.jpg
pretty,data/train/pretty/IMG_1013.jpg
pretty,data/train/pretty/IMG_1014.jpg
pretty,data/train/pretty/IMG_1015.jpg
pretty,data/train/pretty/IMG_1019.jpg
sarang,data/train/sarang/IMG_1041.jpg
sarang,data/train/sarang/IMG_1042.jpg
sarang,data/train/sarang/IMG_1043.jpg
sarang,data/train/sarang/IMG_1044.jpg
sarang,data/train/sarang/IMG_1045.jpg
sarang,data/train/sarang/IMG_1046.jpg
sarang,data/train/sarang/IMG_1047.jpg
sarang,data/train/sarang/IMG_1048.jpg
sarang,data/train/sarang/IMG_1049.jpg
sarang,data/train/sarang/IMG_1050.jpg
sarang,data/train/sarang/IMG_1051.jpg
sarang,data/train/sarang/IMG_1052.jpg
sarang,data/train/sarang/IMG_1053.jpg
sarang,data/train/sarang/IMG_1054.jpg
sarang,data/train/sarang/IMG_1055.jpg
sarang,data/train/sarang/KakaoTalk_20231204_115930919_02.jpg
you,data/train/you/IMG_1076.jpg
you,data/train/you/IMG_1077.jpg
you,data/train/you/IMG_1078.jpg
you,data/train/you/IMG_1079.jpg
you,data/train/you/IMG_1080.jpg
you,data/train/you/IMG_1081.jpg
you,data/train/you/IMG_1082.jpg
you,data/train/you/IMG_1083.jpg
you,data/train/you/IMG_1084.jpg
you,data/train/you/IMG_1085.jpg
you,data/train/you/IMG_1086.jpg
you,data/train/you/IMG_1087.jpg
